time,open,high,low,close,tick_volume,spread,real_volume
2026-02-20 17:15:00,5066.917,5068.302,5061.016,5061.297,1718,240,0
2026-02-20 17:20:00,5061.22,5061.915,5054.694,5055.986,1729,240,0
2026-02-20 17:25:00,5055.852,5065.175,5054.69,5064.146,1594,240,0
2026-02-20 17:30:00,5064.22,5067.003,5061.863,5064.825,1445,240,0
2026-02-20 17:35:00,5064.546,5067.878,5063.481,5066.836,1026,240,0
2026-02-20 17:40:00,5066.851,5070.135,5065.429,5068.505,1269,240,0
2026-02-20 17:45:00,5068.211,5074.184,5067.49,5073.539,1121,240,0
2026-02-20 17:50:00,5073.42,5076.4,5071.443,5074.949,1191,240,0
2026-02-20 17:55:00,5074.96,5075.729,5071.24,5072.994,1593,240,0
2026-02-20 18:00:00,5072.916,5073.482,5070.601,5071.417,1034,240,0
2026-02-20 18:05:00,5071.547,5072.709,5066.537,5070.351,1062,240,0
2026-02-20 18:10:00,5070.425,5072.415,5068.551,5069.663,939,240,0
2026-02-20 18:15:00,5069.82,5069.891,5064.949,5066.115,1101,240,0
2026-02-20 18:20:00,5065.977,5069.586,5064.149,5069.422,1392,240,0
2026-02-20 18:25:00,5069.412,5070.723,5053.98,5058.558,2677,240,0
2026-02-20 18:30:00,5058.474,5071.81,5057.308,5065.394,2139,240,0
2026-02-20 18:35:00,5065.485,5075.076,5060.266,5071.176,3070,240,0
2026-02-20 18:40:00,5071.206,5073.097,5065.643,5066.883,1427,240,0
2026-02-20 18:45:00,5066.808,5073.804,5066.726,5072.355,1371,240,0
2026-02-20 18:50:00,5072.607,5072.607,5067.644,5071.388,1312,240,0
2026-02-20 18:55:00,5071.369,5072.164,5068.527,5071.122,852,240,0
2026-02-20 19:00:00,5071.304,5075.02,5070.957,5072.263,669,240,0
2026-02-20 19:05:00,5072.511,5072.559,5070.111,5071.502,599,240,0
2026-02-20 19:10:00,5071.624,5072.8,5068.921,5071.598,752,240,0
2026-02-20 19:15:00,5071.686,5075.344,5068.397,5074.035,741,240,0
2026-02-20 19:20:00,5074.183,5074.432,5071.899,5073.084,495,240,0
2026-02-20 19:25:00,5073.104,5073.428,5069.591,5069.673,569,240,0
2026-02-20 19:30:00,5069.686,5072.742,5069.686,5071.269,549,240,0
2026-02-20 19:35:00,5071.293,5072.467,5070.597,5072.349,424,240,0
2026-02-20 19:40:00,5072.326,5073.802,5071.574,5073.449,481,240,0
2026-02-20 19:45:00,5073.502,5075.405,5072.378,5072.598,498,240,0
2026-02-20 19:50:00,5072.607,5076.506,5072.252,5075.891,502,240,0
2026-02-20 19:55:00,5075.775,5079.827,5075.193,5079.401,629,240,0
2026-02-20 20:00:00,5079.469,5079.781,5077.102,5078.131,689,240,0
2026-02-20 20:05:00,5078.018,5081.31,5076.725,5080.369,628,240,0
2026-02-20 20:10:00,5080.188,5081.379,5077.485,5079.502,613,240,0
2026-02-20 20:15:00,5079.519,5084.522,5078.349,5082.859,581,240,0
2026-02-20 20:20:00,5082.823,5086.349,5082.335,5085.932,660,240,0
2026-02-20 20:25:00,5086.032,5086.227,5083.937,5084.827,564,240,0
2026-02-20 20:30:00,5084.9,5087.47,5082.569,5084.46,794,240,0
